,0
0,0.012741413634670419
1,0.01170637992735332
2,0.0098186233453901
3,0.009287708639392291
4,0.005499311896398644
5,0.0038525324552312105
6,0.004284529451861457
7,0.006443536740881571
8,0.005837897551444682
9,0.009614149056243665
10,0.00744003844983936
11,0.008260777534454545
12,0.010564675059289921
13,0.008670739771485265
14,0.006275605840729005
15,0.006683941431380119
16,0.011005525192002511
17,0.006785549801810466
18,0.011273213310792255
19,0.020961065794172694
20,0.010906914562873548
21,0.006120874375257938
22,0.02325586073496221
23,0.00909550642890998
24,0.007337985010836627
25,0.0036051588774471876
26,0.009831519893140324
27,0.0035484732994074055
28,0.01196170462818511
29,0.006684614551362447
30,0.014321826449811054
31,0.005892755949201888
32,0.007704902376316799
33,0.010516205883691803
34,0.008607382378706358
35,0.009166639692268375
36,0.010733962062829139
37,0.007023698658839457
38,0.0041740417958818455
39,0.004502195906789865
40,0.0032475069464089194
41,0.007172472890420626
42,0.004546608920058216
43,0.010815915930695797
44,0.0073420958742703045
45,0.010217608675674653
46,0.014042631056175604
47,0.011081841263483067
48,0.008130838034320772
49,0.009124619779645505
50,0.009344955222913016
51,0.016085784521812495
52,0.004317182142788583
53,0.0061543359502603005
54,0.008204535982106435
55,0.006877998580383433
56,0.006749073467187158
57,0.010339042116114841
58,0.008638166352150823
59,0.004390923212059521
60,0.004044609020504634
61,0.011492905992209408
62,0.004530773427536342
63,0.004393440287629971
64,0.011094837895416716
65,0.0038990561707251464
66,0.004805259543305153
67,0.006701349276251206
68,0.019227889473715096
69,0.007536889737479353
70,0.02740906170055049
71,0.004580917850036551
72,0.01469519764562915
73,0.004989507203713245
74,0.005709600894778256
75,0.005953134117711551
76,0.010049786790447131
77,0.005919400200919803
78,0.0074205725711527495
79,0.011872821603873077
80,0.00942083239739223
81,0.020674074940478782
82,0.008350597821570679
83,0.019015590675096308
84,0.008343094293812355
85,0.005369681503125684
86,0.0038466693752390083
87,0.006231272707416273
88,0.010177695244946505
89,0.006074547021574154
90,0.015225203765500147
91,0.004999356078285473
92,0.004323059893537863
93,0.002101255958064183
94,0.008497620632996566
95,0.009358998483755218
96,0.01410099737560448
97,0.008303141902265759
98,0.01081344641785812
99,0.00718211855234451
100,0.005422140970852084
101,0.004355218621703197
102,0.016829846334543846
103,0.010092219118982936
104,0.008682672858536912
105,0.010599133328196198
106,0.004196080474054885
107,0.005843492553049943
108,0.007622834021121684
109,0.007010347383485706
110,0.009051686236791163
111,0.010019512301725838
112,0.008225259721683167
113,0.006144963734881148
114,0.010172776945718429
115,0.00459970358498301
116,0.006432264687539022
117,0.007580490844566659
118,0.013703935781337682
119,0.00666778781369791
120,0.00890117320321078
121,0.0042733832705081475
122,0.020101238215603476
123,0.016910847804648018
124,0.007262420146491736
125,0.0053393383689954
126,0.007881338964072376
127,0.003183217962927549
128,0.004715395117423205
129,0.01431408348652916
130,0.00666016683805058
131,0.011550813906578639
132,0.010035627612686495
133,0.004877759674340886
134,0.004157703355397454
135,0.007702711076353273
136,0.004000351025059194
137,0.0066806640702188665
138,0.013355814123338161
139,0.006753987949410722
140,0.009844310786691976
141,0.00863627791519879
142,0.005302996543728154
143,0.004055496665341046
144,0.013833930052536086
145,0.007772118385563841
146,0.008052597753343948
147,0.00763988013985238
148,0.005885573715705209
149,0.009150324650956637
150,0.006733279761010913
151,0.008372145447146716
152,0.009465616017560938
153,0.008489601860102971
154,0.005600794244346844
155,0.01613838626277847
156,0.020417243157950907
157,0.0036967469582307034
158,0.008427925016305215
159,0.019749062228825134
160,0.01019159669824517
161,0.009462486223909248
162,0.007640823874057198
163,0.006772323969707313
164,0.0072601865294510196
165,0.0065206711355032376
166,0.012110940875020067
167,0.005388388010148763
168,0.004169972934051482
169,0.0072096854511407215
170,0.023341248611402316
171,0.011100903452114456
172,0.011417157223642591
173,0.0037346292888162857
174,0.007154381294919378
175,0.012740319312202805
176,0.007343737787851825
177,0.004983481258387617
178,0.008132597743423575
179,0.008903825262820372
180,0.0019430200632912804
181,0.006692952592483449
182,0.014669608226948617
183,0.012441647258700816
184,0.01865685297846675
185,0.008053381926424116
186,0.006620816745669865
187,0.024733991308241665
188,0.015930060228320986
189,0.026341772385405693
190,0.00896553326668385
191,0.006168852845289173
192,0.003526598644867717
193,0.006228476142924619
194,0.015735853380303564
195,0.015347207620608956
196,0.010841587693604049
197,0.010665011183567382
198,0.009024655794394435
199,0.009472368796479573
200,0.009709562075380195
201,0.008221952781628279
202,0.008480006857207923
203,0.011057797212802733
204,0.008840016633805979
205,0.032156578872546075
206,0.008867445866029512
207,0.007667907325066188
208,0.010803733788072605
209,0.010486992206563326
210,0.009188084663849745
211,0.004947870984735977
212,0.0077327573623452404
213,0.0069129623968041
214,0.008973592656226673
215,0.013616534109717672
216,0.006693877987903397
217,0.018536305986633972
218,0.025410299034979485
219,0.0055698739768271855
220,0.036587911242377535
221,0.010003013081133596
222,0.003063840818417074
223,0.010144104374899782
224,0.0029096313593836233
225,0.02746064876200513
226,0.014622675177921414
227,0.011584838634027081
228,0.015466481401381226
229,0.004857346582227569
230,0.008251264926015365
231,0.02080250663224589
232,0.023125565776210333
233,0.013083163960603172
234,0.021028272361157417
235,0.019279616595934104
236,0.014392864562361217
237,0.0028625046933768526
238,0.016890139519839788
239,0.03869887580592873
240,0.017052138220657792
241,0.006420536014480005
242,0.008766430128160611
243,0.007104610147107709
244,0.00888115544028766
245,0.006672713195249164
246,0.008502326622882249
247,0.006941307880329632
248,0.003561341742455344
249,0.004030842785041653
250,0.014478655718862064
251,0.01135043897029269
252,0.010799348876208759
253,0.003870606538952059
